symbol,name,source,price_usd,market_cap,volume_24h,change_24h,change_7d,volatility,mcap_tier,trend,momentum_score
BTC,Bitcoin,coingecko,79756,1597551208647,46922481682,-1.61103,-1.5842946451458402,LOW,LARGE_CAP,DOWN,-1.6
ETH,Ethereum,coingecko,2266.74,273555062376,14174678028,-1.58127,-2.6967726629746034,LOW,LARGE_CAP,DOWN,-2.03
USDT,Tether,coingecko,0.999525,189767587058,73817126690,-0.01499,-0.02911875806255441,LOW,LARGE_CAP,FLAT,-0.02
BNB,BNB,coingecko,669.23,90197442960,1167127272,-1.15116,3.958588773314542,LOW,LARGE_CAP,DOWN,0.89
XRP,XRP,coingecko,1.43,88416276787,2207715257,-1.7278,1.3984847084342822,LOW,LARGE_CAP,DOWN,-0.48
USDC,USDC,coingecko,0.999566,76724986777,13176943843,0.09413,-0.02698288480032374,LOW,LARGE_CAP,FLAT,0.05
SOL,Solana,coingecko,91.18,52772987422,3764826724,-4.18777,2.963536624290154,MEDIUM,LARGE_CAP,DOWN,-1.33
TRX,TRON,coingecko,0.351052,33280498582,462387876,0.36871,1.9858047283813403,LOW,LARGE_CAP,FLAT,1.02
FIGR_HELOC,Figure Heloc,coingecko,1.034,18300558754,25009665,-0.35018,1.363097754556875,LOW,LARGE_CAP,FLAT,0.34
DOGE,Dogecoin,coingecko,0.114377,17640372475,2019445672,1.84183,3.200837983442617,LOW,LARGE_CAP,UP,2.39
WBT,WhiteBIT Coin,coingecko,58.73,12500501562,57225300,-1.36058,-0.8118520564059968,LOW,LARGE_CAP,DOWN,-1.14
USDS,USDS,coingecko,0.999704,10985184675,6974798,-0.00437,-0.005152251544457646,LOW,LARGE_CAP,FLAT,-0.0
ADA,Cardano,coingecko,0.265608,9825726224,428560404,-2.97726,0.16380140106173113,LOW,MID_CAP,DOWN,-1.72
HYPE,Hyperliquid,coingecko,39.09,9325430473,303136654,-2.66833,-8.79053112321091,LOW,MID_CAP,DOWN,-5.12
LEO,LEO Token,coingecko,10.07,9270232908,630615,0.71313,-2.5490199362342634,LOW,MID_CAP,FLAT,-0.59
ZEC,Zcash,coingecko,527.48,8804258063,866684171,-5.15493,-2.867510299430667,MEDIUM,MID_CAP,STRONG_DOWN,-4.24
BCH,Bitcoin Cash,coingecko,434.22,8699560884,226439629,-2.21442,-5.892546879833772,LOW,MID_CAP,DOWN,-3.69
LINK,Chainlink,coingecko,10.29,7480140684,460380025,-2.06792,3.4605970632260563,LOW,MID_CAP,DOWN,0.14
XMR,Monero,coingecko,393.48,7267239494,143965343,-4.97648,-4.291303169091836,MEDIUM,MID_CAP,DOWN,-4.7
CC,Canton,coingecko,0.15761,6066724571,8828996,2.73339,6.657881248512829,LOW,MID_CAP,UP,4.3
TON,Toncoin,coingecko,2.13,5723971343,375307224,-6.21612,-23.824929798124224,MEDIUM,MID_CAP,STRONG_DOWN,-13.26
XLM,Stellar,coingecko,0.159316,5337633984,111122726,-3.01027,-0.9663274592917098,MEDIUM,MID_CAP,DOWN,-2.19
SUI,Sui,coingecko,1.2,4829889056,683210613,-3.41658,22.35026529204001,MEDIUM,MID_CAP,DOWN,6.89
USD1,USD1,coingecko,0.999357,4433016065,1045107958,-0.02394,-0.0009751875507476315,LOW,MID_CAP,FLAT,-0.01
LTC,Litecoin,coingecko,57.15,4411341063,262283780,-1.91586,0.811226264827029,LOW,MID_CAP,DOWN,-0.83
DAI,Dai,coingecko,0.999625,4371873260,224679897,0.00415,-0.0011987199208628157,LOW,MID_CAP,FLAT,0.0
M,MemeCore,coingecko,3.34,4341018290,12285808,2.05427,-13.036986062996956,LOW,MID_CAP,UP,-3.98
AVAX,Avalanche,coingecko,9.76,4217249617,233026630,-2.46482,1.928457349951278,LOW,MID_CAP,DOWN,-0.71
