symbol,name,source,price_usd,market_cap,volume_24h,change_24h,change_7d,volatility,mcap_tier,trend,momentum_score
BTC,Bitcoin,coingecko,79799,1598348149681,46042609234,-1.42737,-1.5313126510920372,LOW,LARGE_CAP,DOWN,-1.47
ETH,Ethereum,coingecko,2267.43,273691766866,14642944590,-1.45999,-2.667389364347006,LOW,LARGE_CAP,DOWN,-1.94
USDT,Tether,coingecko,0.999535,189770052983,73679211841,-0.01352,-0.028149531863992702,LOW,LARGE_CAP,FLAT,-0.02
BNB,BNB,coingecko,670.23,90366474678,1161596810,-0.86489,4.113412224383955,LOW,LARGE_CAP,FLAT,1.13
XRP,XRP,coingecko,1.43,88616573598,2153005860,-1.41135,1.661256658747549,LOW,LARGE_CAP,DOWN,-0.18
USDC,USDC,coingecko,0.999721,76738723489,13227512533,0.12356,-0.011471820356457305,LOW,LARGE_CAP,FLAT,0.07
SOL,Solana,coingecko,91.35,52782133879,3776021381,-3.95497,3.1537060609012144,MEDIUM,LARGE_CAP,DOWN,-1.11
TRX,TRON,coingecko,0.350989,33273893921,458244882,0.35958,1.967508210153331,LOW,LARGE_CAP,FLAT,1.0
FIGR_HELOC,Figure Heloc,coingecko,1.034,18300558754,25009665,-0.35018,1.363097754556875,LOW,LARGE_CAP,FLAT,0.34
DOGE,Dogecoin,coingecko,0.114595,17676906661,1975733234,2.50092,3.397869719396813,LOW,LARGE_CAP,UP,2.86
WBT,WhiteBIT Coin,coingecko,58.7,12494135371,46947776,-1.34235,-0.8611328781208495,LOW,LARGE_CAP,DOWN,-1.15
USDS,USDS,coingecko,0.999836,10986244956,9473635,0.00961,0.008092554524025828,LOW,LARGE_CAP,FLAT,0.01
ADA,Cardano,coingecko,0.265441,9819465127,416625055,-2.75515,0.10096378018045989,LOW,MID_CAP,DOWN,-1.61
HYPE,Hyperliquid,coingecko,39.09,9319302409,303139401,-2.72248,-8.78110996993146,LOW,MID_CAP,DOWN,-5.15
LEO,LEO Token,coingecko,10.07,9250906958,631217,0.74689,-2.5605298253442585,LOW,MID_CAP,FLAT,-0.58
ZEC,Zcash,coingecko,527.53,8804451475,796222432,-5.32768,-2.8586310727557804,MEDIUM,MID_CAP,STRONG_DOWN,-4.34
BCH,Bitcoin Cash,coingecko,434.23,8699410649,222080859,-1.67655,-5.8900747654957115,LOW,MID_CAP,DOWN,-3.36
LINK,Chainlink,coingecko,10.28,7486502806,463098773,-2.18242,3.4071184703996296,LOW,MID_CAP,DOWN,0.05
XMR,Monero,coingecko,394.04,7261933462,143592232,-4.9907,-4.154077240707588,MEDIUM,MID_CAP,DOWN,-4.66
CC,Canton,coingecko,0.157795,6081451663,8669287,3.13765,6.783588432124659,MEDIUM,MID_CAP,UP,4.6
TON,Toncoin,coingecko,2.11,5682063078,414968091,-6.52105,-24.249475903191307,MEDIUM,MID_CAP,STRONG_DOWN,-13.61
XLM,Stellar,coingecko,0.159319,5336922640,111337821,-2.63244,-0.9647659748467116,LOW,MID_CAP,DOWN,-1.97
SUI,Sui,coingecko,1.2,4804702982,635731596,-3.4535,22.02096657162567,MEDIUM,MID_CAP,DOWN,6.74
USD1,USD1,coingecko,0.99932,4432641492,1007817813,-0.01646,-0.00472772384033674,LOW,MID_CAP,FLAT,-0.01
LTC,Litecoin,coingecko,57.2,4412947507,258844660,-1.74158,0.8953219409799013,LOW,MID_CAP,DOWN,-0.69
DAI,Dai,coingecko,0.999709,4374569795,215400213,0.00335,0.007181589151262304,LOW,MID_CAP,FLAT,0.0
M,MemeCore,coingecko,3.34,4341489363,11973713,1.73493,-13.18965552946763,LOW,MID_CAP,UP,-4.23
AVAX,Avalanche,coingecko,9.76,4214679205,233010606,-2.27233,1.847856425280258,LOW,MID_CAP,DOWN,-0.62
USDE,Ethena USDe,coingecko,1.0,4038353374,303493933,0.07706,0.11047164864603318,LOW,MID_CAP,FLAT,0.09
HBAR,Hedera,coingecko,0.092996,4035870596,74208486,-1.32287,2.5477297894272404,LOW,MID_CAP,DOWN,0.23
SHIB,Shiba Inu,coingecko,6.3e-06,3709210198,142420062,-3.03665,-0.40636222480576295,MEDIUM,MID_CAP,DOWN,-1.98
RAIN,Rain,coingecko,0.00750184,3588513226,26931811,-0.94574,5.113425883203898,LOW,MID_CAP,FLAT,1.48
PYUSD,PayPal USD,coingecko,0.999901,3478466858,79303802,0.00569,0.0016320955888085291,LOW,MID_CAP,FLAT,0.0
USDG,Global Dollar,coingecko,0.999661,3417378599,333864467,-0.00222,-0.02117360158834409,LOW,MID_CAP,FLAT,-0.01
CRO,Cronos,coingecko,0.073634,3210553947,19549502,-6.65682,4.564179140015656,MEDIUM,MID_CAP,STRONG_DOWN,-2.17
USYC,Circle USYC,coingecko,1.12,2993245535,112267,0.0,0.0,LOW,MID_CAP,FLAT,0.0
TAO,Bittensor,coingecko,295.31,2834167591,215474931,-3.4333,-4.821487210438335,MEDIUM,MID_CAP,DOWN,-3.99
XAUT,Tether Gold,coingecko,4689.25,2778012714,148408923,-0.13547,-0.0488617830093614,LOW,MID_CAP,FLAT,-0.1
BUIDL,BlackRock USD Institutional Digital Liquidity Fund,coingecko,1.0,2298958109,0.0,0.0,0.0,LOW,MID_CAP,FLAT,0.0
UNI,Uniswap,coingecko,3.61,2296141856,184916244,-4.84797,5.293329390501557,MEDIUM,MID_CAP,DOWN,-0.79
DOT,Polkadot,coingecko,1.33,2243723285,199646958,-3.82838,1.437644153387754,MEDIUM,MID_CAP,DOWN,-1.72
MNT,Mantle,coingecko,0.67436,2227409055,48121096,0.26387,2.293858845111652,LOW,MID_CAP,FLAT,1.08
