symbol,name,source,price_usd,market_cap,volume_24h,change_24h,change_7d,volatility,mcap_tier,trend,momentum_score
BTC,Bitcoin,coingecko,79765,1598178610711,46929605895,-1.59995,-1.5732150656550432,LOW,LARGE_CAP,DOWN,-1.59
ETH,Ethereum,coingecko,2266.78,273902002185,15420100868,-1.57952,-2.695047656778984,LOW,LARGE_CAP,DOWN,-2.03
USDT,Tether,coingecko,0.999523,189766268181,73814251725,-0.0149,-0.029360668596919357,LOW,LARGE_CAP,FLAT,-0.02
BNB,BNB,coingecko,669.2,90268719525,1179217367,-1.15596,3.9535461411010173,LOW,LARGE_CAP,DOWN,0.89
XRP,XRP,coingecko,1.43,88534779384,2127737755,-1.70487,1.4467398736667934,LOW,LARGE_CAP,DOWN,-0.44
USDC,USDC,coingecko,0.999585,76737094748,13173853616,0.04814,-0.025106233725422592,LOW,LARGE_CAP,FLAT,0.02
SOL,Solana,coingecko,91.21,52772987422,3987767546,-4.23418,2.9950115971342712,MEDIUM,LARGE_CAP,DOWN,-1.34
TRX,TRON,coingecko,0.351066,33287232700,456172733,0.42372,1.9899143971099966,LOW,LARGE_CAP,FLAT,1.05
FIGR_HELOC,Figure Heloc,coingecko,1.034,18300558754,25009665,-0.35018,1.363097754556875,LOW,LARGE_CAP,FLAT,0.34
DOGE,Dogecoin,coingecko,0.114389,17656204342,2018770506,1.93496,3.211970420512021,LOW,LARGE_CAP,UP,2.45
WBT,WhiteBIT Coin,coingecko,58.73,12500501562,57225300,-1.36099,-0.8118520564059968,LOW,LARGE_CAP,DOWN,-1.14
USDS,USDS,coingecko,0.999707,10985184675,6965103,-0.00422,-0.004825906748972749,LOW,LARGE_CAP,FLAT,-0.0
ADA,Cardano,coingecko,0.265705,9839653407,428245782,-2.93707,0.20050472301370326,LOW,MID_CAP,DOWN,-1.68
HYPE,Hyperliquid,coingecko,39.1,9325430473,303137031,-2.64012,-8.763631157528392,LOW,MID_CAP,DOWN,-5.09
LEO,LEO Token,coingecko,10.07,9270231012,630616,0.67144,-2.5489484365533266,LOW,MID_CAP,FLAT,-0.62
ZEC,Zcash,coingecko,527.62,8828016685,867069945,-5.67081,-2.8422620429065746,MEDIUM,MID_CAP,STRONG_DOWN,-4.54
BCH,Bitcoin Cash,coingecko,434.09,8701550358,226510443,-2.26453,-5.91993857943475,LOW,MID_CAP,DOWN,-3.73
LINK,Chainlink,coingecko,10.29,7494356827,460475215,-1.86035,3.5195690081251922,LOW,MID_CAP,DOWN,0.29
XMR,Monero,coingecko,394.0,7287022790,143620014,-4.66788,-4.163101284112218,MEDIUM,MID_CAP,DOWN,-4.47
CC,Canton,coingecko,0.157514,6066724571,8690524,2.66349,6.593140489033265,LOW,MID_CAP,UP,4.24
TON,Toncoin,coingecko,2.13,5723971343,407297147,-6.26157,-23.83368498267848,MEDIUM,MID_CAP,STRONG_DOWN,-13.29
XLM,Stellar,coingecko,0.159426,5344668411,111097666,-2.98001,-0.898255338654313,LOW,MID_CAP,DOWN,-2.15
SUI,Sui,coingecko,1.2,4829889056,683473926,-3.46485,22.51909855143321,MEDIUM,MID_CAP,DOWN,6.93
USD1,USD1,coingecko,0.999198,4433499255,1005216376,-0.03532,-0.016959535542245587,LOW,MID_CAP,FLAT,-0.03
LTC,Litecoin,coingecko,57.18,4415408367,262082760,-1.89022,0.8616611134589127,LOW,MID_CAP,DOWN,-0.79
DAI,Dai,coingecko,0.999629,4372205487,224601891,0.00639,-0.0008648773158455969,LOW,MID_CAP,FLAT,0.0
M,MemeCore,coingecko,3.34,4341018290,12100266,1.9373,-13.233134838196298,LOW,MID_CAP,UP,-4.13
AVAX,Avalanche,coingecko,9.77,4221658585,236371580,-2.3618,1.9690552426800845,LOW,MID_CAP,DOWN,-0.63
HBAR,Hedera,coingecko,0.093306,4048448989,73843542,-1.14958,2.889520116350706,LOW,MID_CAP,DOWN,0.47
USDE,Ethena USDe,coingecko,1.0,4028451509,302062451,0.07809,0.10566515318619189,LOW,MID_CAP,FLAT,0.09
